Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
921,Lasse Hallström,139,Movie,Dear John,2010,PG-13,108 min,"Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",139,Rancell Knipe,413,139,Olson-Keebler,2007,1301,Best Screenplay
922,David Gordon Green,347,Movie,Pineapple Express,2008,R,112 min,"Action & Adventure, Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",347,Loren Duligal,499,347,Auer-Johnston,2012,1031,Best Album
929,Alaa Eddine Aljem,462,Movie,The Unknown Saint,2019,TV-14,100 min,"Comedies, Dramas, Independent Movies","Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.",462,Manda Gorden,188,462,Dibbert Inc,2011,171,Best Actor
936,Selçuk Metin,368,Movie,I'm Glad I Did,2020,TV-14,114 min,"Documentaries, International Movies",Glimpse into the life and decades-long career of Turkish performer Metin Akpınar through personal interviews with him and his contemporaries.,368,Ester Humphery,556,368,Heaney-Stokes,1969,179,Best Actor
939,Frank Marshall,568,Movie,Congo,1995,PG-13,108 min,"Action & Adventure, Thrillers","Eight people, some with ulterior motives, go on an expedition to the Congo, where they find a lost city protected by killer apes.",568,Daren Cockings,1558,568,Kuhlman and Sons,2000,595,Best Actor
942,Cédric Jimenez,37,Movie,The Stronghold,2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",37,Stevena Rowley,465,37,Klein LLC,1993,1498,Best Actress
943,,122,TV Show,Hotel Del Luna,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",122,Benedikta Gerald,815,122,Wisoky Group,1992,292,Best Screenplay
944,Jay Roach,562,Movie,Austin Powers in Goldmember,2002,PG-13,94 min,"Action & Adventure, Comedies","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",562,Ari Try,382,562,"Treutel, Halvorson and Bartoletti",2007,1153,Best Actor
946,Rajiv Chilaka,425,Movie,Chhota Bheem: The Rise of Kirmada,2012,TV-Y7,68 min,Children & Family Movies,Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.,425,Dotti MacKettrick,1241,425,Hamill-Bradtke,2008,174,Best Actor
949,,520,TV Show,I AM A KILLER,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,520,Moe Bust,264,520,"Schmidt, Cassin and Kerluke",1997,142,Best Actor
960,Marcelo Piñeyro,306,Movie,Tango Feroz,1993,TV-MA,124 min,"Classic Movies, Dramas, International Movies","One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",306,Bastian Koppke,597,306,Reichel Inc,1989,216,Best Movie
970,,312,TV Show,Control Z,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",312,Angelika Babb,429,312,"Mante, O'Connell and Weissnat",2005,642,Best Album
974,Abdulaziz Alshlahei,437,Movie,The Tambour of Retribution,2021,TV-14,91 min,"Dramas, International Movies, Romantic Movies","In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.",437,Gaspard How to preserve,1792,437,Wisozk Group,1990,1109,Best Song
977,Garry Marshall,583,Movie,Mother's Day,2016,PG-13,118 min,"Comedies, Dramas",The trials and tribulations of several Atlanta moms (and one clueless widower dad) make it a Mother's Day to remember in this ensemble comedy.,583,Ronnie Wassell,1596,583,Gleason-Heidenreich,2009,491,Best Actor
980,Oleg Trofim,501,Movie,Major Grom: Plague Doctor,2021,TV-MA,138 min,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",501,Saunderson Dutnell,679,501,"Hane, Mayert and Koss",2012,67,Critical recognition
984,Milan Luthria,209,Movie,Once Upon a Time in Mumbaai,2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",209,Clarisse Schubart,1221,209,"Gleichner, Kunze and Bode",2004,13,Best Actress
993,,292,TV Show,SHAMAN KING,2021,TV-14,1 Season,"Anime Series, International TV Shows","Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.",292,Gearalt Towll,316,292,"Schroeder, Kertzmann and O'Keefe",1992,591,Best Album
994,,400,TV Show,Masters of the Universe: Revelation,2021,TV-PG,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy","After a calamitous battle fractures Eternia, Teela and an unlikely alliance must prevent the end of the Universe in this sequel to the ’80s classic.",400,Sal Domnick,1158,400,"Waters, Johnson and Rolfson",2009,1208,Best Script
996,Phil Alden Robinson,609,Movie,The Sum of All Fears,2002,PG-13,124 min,Action & Adventure,"CIA agent Jack Ryan tries to discover why three missing Russian nuclear scientists are holed up in the Ukraine, communicating with neo-Nazis.",609,Konstantin Little,658,609,Christiansen-Schroeder,2006,434,Best Actress
1004,Mary Harron,617,Movie,Working Title,2019,R,110 min,Dramas,"In the '70s, a graduate student works with three incarcerated women from the Manson Family as they look back at their lives. Based on a true story.",617,Boniface Murkin,901,617,Christiansen-Weimann,1987,1397,Best Screenplay
1131,Jaume Balagueró,364,Movie,The Vault,2021,R,118 min,"Action & Adventure, International Movies, Thrillers",A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain.,364,Naomi Londer,636,364,"Raynor, Oberbrunner and Marquardt",2011,527,Best Song
1342,,73,TV Show,Jack Whitehall: Travels with My Father,2021,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",73,Carlie Cronin,501,73,Hintz-Pfeffer,1990,562,Best Script
1384,Michael Carney,172,Movie,Same Kind of Different as Me,2017,PG-13,120 min,"Dramas, Faith & Spirituality",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,172,Ami O' Borne,502,172,Collier-Jacobi,1993,367,Best Song
1504,,244,TV Show,Everything Will Be Fine,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,244,Aridatha Skea,778,244,Harris LLC,2009,1084,Best Movie
1510,Rob Marshall,579,Movie,Memoirs of a Geisha,2005,PG-13,145 min,"Dramas, Romantic Movies","Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires.",579,Marlane Dorber,1593,579,"Dare, Parisian and Murray",1990,468,Best Movie
1623,Alice Filippi,259,Movie,Out of my league,2020,TV-MA,92 min,"Comedies, Dramas, International Movies","Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.",259,Dane Fishlock,1079,259,"Hammes, Treutel and Brown",2012,1246,Best Actor
1624,,109,TV Show,Dive Club,2021,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",109,Goddard Arnoldi,459,109,Funk-Walsh,2006,817,Best Movie
1632,Bruno Garotti,262,Movie,The Secret Diary of an Exchange Student,2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",262,Luigi McCully,322,262,Reilly-VonRueden,1995,1462,Critical recognition
1646,,391,TV Show,The Walking Dead,2019,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",391,Eddi Loveard,1432,391,"Mitchell, Cassin and Ullrich",1993,641,Best Movie
1687,,33,TV Show,Sex Education,2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",33,Ameline Antonikov,1530,33,Stoltenberg-Tremblay,2006,650,Best Album
1855,,483,TV Show,How to Become a Tyrant,2021,TV-MA,1 Season,Docuseries,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.",483,Katrinka Hawkes,696,483,"Watsica, Wuckert and Lueilwitz",2011,128,Best Screenplay
1863,Andy Devonshire,9,TV Show,The Great British Baking Show,2021,TV-14,9 Seasons,"British TV Shows, Reality TV","A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",9,Nannette McAusland,1868,9,Zulauf-Gulgowski,2009,567,Best Actor
1880,Victor Vu,570,Movie,Dreamy Eyes,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies","Through heartbreak and betrayal, Ngan's unrequited love for his childhood best friend Hà La endures for a generation in this sweeping romance.",570,Davina Gaddesby,1962,570,Langworth-Rodriguez,1987,257,Best Screenplay
1913,,242,TV Show,Manifest,2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.",242,Jarrid Le feuvre,639,242,Dietrich-O'Keefe,2001,1162,Best Album
1955,"Ainsley Gardiner, Briar Grace-Smith",427,Movie,Cousins,2021,TV-MA,99 min,Dramas,"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",427,Trudey Aizik,844,427,Daugherty-Hills,1999,331,Best Movie
1975,,40,TV Show,Chhota Bheem,2021,TV-Y7,3 Seasons,Kids' TV,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.",40,Brenda Curcher,1965,40,"Dicki, O'Hara and Ullrich",2007,1205,Best Movie
1988,,432,TV Show,Too Hot to Handle: Brazil,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.",432,Roselle Mouth,1973,432,Schowalter and Sons,2012,127,Best Script
2000,Morgan Ingari,434,Movie,Milkwater,2020,TV-MA,102 min,"Comedies, Dramas, Independent Movies",Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.,434,Libbi Blindermann,1341,434,Wisozk-Green,2000,458,Best Screenplay
2010,"Mona Achache, Patricia Tourancheau",92,Movie,The Women and the Murderer,2021,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,92,Ilene Bartaloni,1294,92,Kautzer and Sons,1999,1292,Critical recognition
2021,Sidheswar Shukla,406,Movie,Chhota Bheem - Dinosaur World,2015,TV-Y,65 min,Children & Family Movies,"When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat.",406,Noni McNeice,1828,406,Padberg Group,2006,904,Best Album
2024,Sara Colangelo,113,Movie,Worth,2021,PG-13,119 min,Dramas,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",113,Chrystel Bretherton,1733,113,"Pfannerstill, Bernier and Boyer",1991,524,Best Script
2070,"Michael Spierig, Peter Spierig",558,Movie,Winchester,2018,PG-13,100 min,"Horror Movies, Sci-Fi & Fantasy",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.,558,Lucien Bigglestone,1584,558,"Willms, Heaney and Pfeffer",1998,539,Best Movie
2076,Florian Henckel von Donnersmarck,610,Movie,The Tourist,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,610,Eryn Bullcock,955,610,Jacobson and Sons,2006,421,Best Actress
2077,,182,TV Show,Turning Point: 9/11 and the War on Terror,2021,TV-14,1 Season,Docuseries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",182,Saraann Edger,1889,182,Green LLC,1997,1112,Best Script
2206,,124,TV Show,Luv Kushh,2012,TV-Y7,1 Season,Kids' TV,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.",124,Crystie MacNeice,927,124,Connelly Inc,2010,1349,Best Screenplay
2314,"Mauricio Dias, Tatiana Villela",224,TV Show,John of God: The Crimes of a Spiritual Healer,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",224,Doti Boecke,252,224,"Hilpert, Wolff and O'Hara",2005,1168,Best Actor
